language,term,stemmed.term,
29,肮脏,肮脏,
29,西,西,
29,要帮忙,要帮忙,
29,要是,要是,
29,要说,要说,
29,言,言,
29,誰,誰,
29,许动,许动,
29,说什 么 都,说什 么 都,
29,谁,谁,
29,谁 都能,谁 都能,
29,谁也,谁也,
29,谁有,谁有,
29,谁来,谁来,
29,谁都,谁都,
29,费,费,
29,走廊,走廊,
29,路人,路人,
29,身上,身上,
29,这没 什 么,这没 什 么,
29,這什麼也,這什麼也,
29,那情,那情,
29,都,都,
29,都 没做,都 没做,
29,都 没有,都 没有,
29,采取,采取,
29,错嘛,错嘛,
29,Τ,Τ,
29,т,т,
29,,,
29,,,
29,,,
